Time,Open,High,Low,Close,Volume
2014.02.27 13:15:00,48010,48090,47960,47960,9268
2014.02.27 13:30:00,47960,48050,47925,48000,5135
2014.02.27 13:45:00,48000,48030,47950,48020,3154
2014.02.27 14:00:00,48020,48075,47880,47930,7313
2014.02.27 14:15:00,47925,47990,47910,47925,2386
2014.02.27 14:30:00,47930,47980,47855,47935,4429
2014.02.27 14:45:00,47935,48000,47900,47995,3250
2014.02.27 15:00:00,47990,48275,47990,48170,14967
2014.02.27 15:15:00,48170,48240,48100,48170,6493
2014.02.27 15:30:00,48165,48245,48130,48200,5043
2014.02.27 15:45:00,48200,48245,48160,48175,3435
2014.02.27 16:00:00,48180,48195,48035,48075,7788
2014.02.27 16:15:00,48080,48135,47980,48010,5578
2014.02.27 16:30:00,48010,48120,47990,48065,4701
2014.02.27 16:45:00,48065,48120,48030,48070,3280
2014.02.27 17:00:00,48070,48200,48035,48170,5547
2014.02.27 17:15:00,48170,48175,48100,48140,3001
2014.02.27 17:30:00,48140,48165,48110,48145,2400
2014.02.27 17:45:00,48145,48155,48095,48095,3862
2014.02.28 09:00:00,48000,48160,47930,48125,4153
2014.02.28 09:15:00,48110,48340,48060,48310,5864
2014.02.28 09:30:00,48315,48430,48315,48340,6611
2014.02.28 09:45:00,48340,48340,48245,48310,4638
2014.02.28 10:00:00,48315,48385,48180,48250,7404
2014.02.28 10:15:00,48245,48250,47955,47980,10361
2014.02.28 10:30:00,47985,48055,47910,48010,8459
2014.02.28 10:45:00,48010,48030,47675,47680,13459
2014.02.28 11:00:00,47680,47685,47455,47580,17883
2014.02.28 11:15:00,47575,47770,47520,47720,10202
2014.02.28 11:30:00,47725,47840,47655,47840,11494
2014.02.28 11:45:00,47840,47885,47735,47860,5862
2014.02.28 12:00:00,47860,47910,47610,47650,11602
2014.02.28 12:15:00,47650,47760,47620,47730,5019
2014.02.28 12:30:00,47735,47805,47685,47790,6129
2014.02.28 12:45:00,47790,47805,47530,47530,9546
2014.02.28 13:00:00,47535,47565,47440,47460,8165
2014.02.28 13:15:00,47465,47665,47450,47645,5962
2014.02.28 13:30:00,47640,47710,47530,47565,7347
2014.02.28 13:45:00,47570,47585,47500,47535,4608
2014.02.28 14:00:00,47535,47610,47500,47595,3637
2014.02.28 14:15:00,47595,47610,47380,47450,9096
2014.02.28 14:30:00,47455,47520,47445,47485,3312
2014.02.28 14:45:00,47480,47560,47460,47475,3982
2014.02.28 15:00:00,47475,47545,47445,47480,4073
2014.02.28 15:15:00,47480,47520,47425,47495,4345
2014.02.28 15:30:00,47495,47575,47480,47500,3250
2014.02.28 15:45:00,47500,47585,47480,47545,2950
2014.02.28 16:00:00,47540,47660,47535,47655,4649
2014.02.28 16:15:00,47655,47665,47585,47650,4297
2014.02.28 16:30:00,47640,47680,47525,47545,5548
2014.02.28 16:45:00,47540,47545,47315,47455,11056
2014.02.28 17:00:00,47450,47480,47350,47440,10150
